Geneset	Genes
Loerch et al. Downregulated Genes	MED4
Loerch et al. Downregulated Genes	PPA1
Loerch et al. Downregulated Genes	GNL3
Loerch et al. Downregulated Genes	ARL8B
Loerch et al. Downregulated Genes	ARMCX3
Loerch et al. Downregulated Genes	NDUFA10
Loerch et al. Downregulated Genes	PIAS1
Loerch et al. Downregulated Genes	MIF
Loerch et al. Downregulated Genes	PIH1D1
Loerch et al. Downregulated Genes	CAB39
Loerch et al. Downregulated Genes	SUCLG1
Loerch et al. Downregulated Genes	CDC27
Loerch et al. Downregulated Genes	EMC3
Loerch et al. Downregulated Genes	MMADHC
Loerch et al. Downregulated Genes	IPO9
Loerch et al. Downregulated Genes	EPS15
Loerch et al. Downregulated Genes	EMC7
Loerch et al. Downregulated Genes	KLHDC2
Loerch et al. Downregulated Genes	DCAF6
Loerch et al. Downregulated Genes	MLX
Loerch et al. Downregulated Genes	RSL24D1
Loerch et al. Downregulated Genes	CYRIB
Loerch et al. Downregulated Genes	ITCH
Loerch et al. Downregulated Genes	DYNLRB1
Loerch et al. Downregulated Genes	PEF1
Loerch et al. Downregulated Genes	ILRUN
Loerch et al. Downregulated Genes	SPCS1
Loerch et al. Downregulated Genes	TOLLIP
Loerch et al. Downregulated Genes	MRPS7
Loerch et al. Downregulated Genes	KCMF1
Loerch et al. Downregulated Genes	AFTPH
Loerch et al. Downregulated Genes	NAXD
Loerch et al. Downregulated Genes	MRPS35
Loerch et al. Downregulated Genes	BTBD1
Loerch et al. Downregulated Genes	ENOPH1
Loerch et al. Downregulated Genes	CFAP20
Loerch et al. Downregulated Genes	TRAPPC4
Loerch et al. Downregulated Genes	TOMM22
Loerch et al. Downregulated Genes	NOP10
Loerch et al. Downregulated Genes	BEX3
Loerch et al. Downregulated Genes	TTC19
Loerch et al. Downregulated Genes	EIPR1
Loerch et al. Downregulated Genes	LAMTOR3
Loerch et al. Downregulated Genes	DYNC1LI1
Loerch et al. Downregulated Genes	UBE2Q1
Loerch et al. Downregulated Genes	TSPAN13
Loerch et al. Downregulated Genes	ASNSD1
Loerch et al. Downregulated Genes	GMPR2
Loerch et al. Downregulated Genes	MAT2B
Loerch et al. Downregulated Genes	MRPS2
Loerch et al. Downregulated Genes	CXCL14
Loerch et al. Downregulated Genes	FKBP3
Loerch et al. Downregulated Genes	UBL5
Loerch et al. Downregulated Genes	DCTN4
Loerch et al. Downregulated Genes	COA3
Loerch et al. Downregulated Genes	MRPL15
Loerch et al. Downregulated Genes	SNN
Loerch et al. Downregulated Genes	RETREG2
Loerch et al. Downregulated Genes	COPS4
Loerch et al. Downregulated Genes	MRPL13
Loerch et al. Downregulated Genes	TMEM9B
Loerch et al. Downregulated Genes	DCTPP1
Loerch et al. Downregulated Genes	COMMD9
Loerch et al. Downregulated Genes	ZDHHC3
Loerch et al. Downregulated Genes	C20orf27
Loerch et al. Downregulated Genes	CHMP5
Loerch et al. Downregulated Genes	AGFG1
Loerch et al. Downregulated Genes	CUEDC2
Loerch et al. Downregulated Genes	IFT57
Loerch et al. Downregulated Genes	NDUFC2-KCTD14
Loerch et al. Downregulated Genes	NDUFC2
Loerch et al. Downregulated Genes	UBR7
Loerch et al. Downregulated Genes	CMAS
Loerch et al. Downregulated Genes	MRPS34
Loerch et al. Downregulated Genes	RBX1
Loerch et al. Downregulated Genes	TIMM23
Loerch et al. Downregulated Genes	TIMM23B
Loerch et al. Downregulated Genes	TIMM23B-AGAP6
Loerch et al. Downregulated Genes	HMOX2
Loerch et al. Downregulated Genes	SENP2
Loerch et al. Downregulated Genes	CCDC25
Loerch et al. Downregulated Genes	NFYB
Loerch et al. Downregulated Genes	NIF3L1
Loerch et al. Downregulated Genes	ERGIC2
Loerch et al. Downregulated Genes	SMAP1
Loerch et al. Downregulated Genes	MKKS
Loerch et al. Downregulated Genes	SRPRB
Loerch et al. Downregulated Genes	GLT8D1
Loerch et al. Downregulated Genes	ARL5A
Loerch et al. Downregulated Genes	APPL1
Loerch et al. Downregulated Genes	DDRGK1
Loerch et al. Downregulated Genes	NDUFA8
Loerch et al. Downregulated Genes	MCTS1
Loerch et al. Downregulated Genes	MEAF6
Loerch et al. Downregulated Genes	AMZ2
Loerch et al. Downregulated Genes	TMEM254
Loerch et al. Downregulated Genes	MAGEF1
Loerch et al. Downregulated Genes	CHMP1B
Loerch et al. Downregulated Genes	TRAPPC11
Loerch et al. Downregulated Genes	ARMC1
Loerch et al. Downregulated Genes	LMNB2
Loerch et al. Downregulated Genes	TIMM13
Loerch et al. Downregulated Genes	GOLT1B
Loerch et al. Downregulated Genes	ARMT1
Loerch et al. Downregulated Genes	OSTM1
Loerch et al. Downregulated Genes	OXR1
Loerch et al. Downregulated Genes	NDUFB2
Loerch et al. Downregulated Genes	MRPL44
Loerch et al. Downregulated Genes	MOCS2
Loerch et al. Downregulated Genes	ATG101
Loerch et al. Downregulated Genes	LANCL2
Loerch et al. Downregulated Genes	MYG1
Loerch et al. Downregulated Genes	MIDEAS
Loerch et al. Downregulated Genes	PNMA1
Loerch et al. Downregulated Genes	ECSIT
Loerch et al. Downregulated Genes	NAGK
Loerch et al. Downregulated Genes	ING4
Loerch et al. Downregulated Genes	GTPBP4
Loerch et al. Downregulated Genes	FAM111A
Loerch et al. Downregulated Genes	MRTFB
Loerch et al. Downregulated Genes	DDA1
Loerch et al. Downregulated Genes	DROSHA
Loerch et al. Downregulated Genes	PDP1
Loerch et al. Downregulated Genes	SS18L2
Loerch et al. Downregulated Genes	SMAD3
Loerch et al. Downregulated Genes	UBA5
Loerch et al. Downregulated Genes	PLEKHJ1
Loerch et al. Downregulated Genes	MIR1227
Loerch et al. Downregulated Genes	LAMTOR2
Loerch et al. Downregulated Genes	NUP50
Loerch et al. Downregulated Genes	CAMK2N1
Loerch et al. Downregulated Genes	TIMM9
Loerch et al. Downregulated Genes	NLK
Loerch et al. Downregulated Genes	NDUFB11
Loerch et al. Downregulated Genes	SPATS2
Loerch et al. Downregulated Genes	PRDM4
Loerch et al. Downregulated Genes	BEX1
Loerch et al. Downregulated Genes	THOC7
Loerch et al. Downregulated Genes	PPCS
Loerch et al. Downregulated Genes	ZC3H7A
Loerch et al. Downregulated Genes	ZWILCH
Loerch et al. Downregulated Genes	COMMD8
Loerch et al. Downregulated Genes	TRAPPC2L
Loerch et al. Downregulated Genes	MRM2
Loerch et al. Downregulated Genes	TIMM8B
Loerch et al. Downregulated Genes	AKTIP
Loerch et al. Downregulated Genes	C12orf4
Loerch et al. Downregulated Genes	NUDT9
Loerch et al. Downregulated Genes	ROGDI
Loerch et al. Downregulated Genes	ACTR6
Loerch et al. Downregulated Genes	MRPS30
Loerch et al. Downregulated Genes	SNX10
Loerch et al. Downregulated Genes	CERK
Loerch et al. Downregulated Genes	SHFL
Loerch et al. Downregulated Genes	FBXO3
Loerch et al. Downregulated Genes	AACS
Loerch et al. Downregulated Genes	LZTFL1
Loerch et al. Downregulated Genes	COMMD10
Loerch et al. Downregulated Genes	CMC2
Loerch et al. Downregulated Genes	TMEM242
Loerch et al. Downregulated Genes	TBC1D17
Loerch et al. Downregulated Genes	MIR4750
Loerch et al. Downregulated Genes	PELO
Loerch et al. Downregulated Genes	TMEM14A
Loerch et al. Downregulated Genes	ENY2
Loerch et al. Downregulated Genes	IFT46
Loerch et al. Downregulated Genes	EIF2B3
Loerch et al. Downregulated Genes	THYN1
Loerch et al. Downregulated Genes	SNRNP25
Loerch et al. Downregulated Genes	RNASEH1
Loerch et al. Downregulated Genes	FOCAD
Loerch et al. Downregulated Genes	GLYR1
Loerch et al. Downregulated Genes	WDR12
Loerch et al. Downregulated Genes	BPNT2
Loerch et al. Downregulated Genes	SLC35A5
Loerch et al. Downregulated Genes	APTX
Loerch et al. Downregulated Genes	AGGF1
Loerch et al. Downregulated Genes	FBXO34
Loerch et al. Downregulated Genes	CCDC91
Loerch et al. Downregulated Genes	C1orf115
Loerch et al. Downregulated Genes	DHDDS
Loerch et al. Downregulated Genes	MRPL39
Loerch et al. Downregulated Genes	LYRM4
Loerch et al. Downregulated Genes	AGK
Loerch et al. Downregulated Genes	KBTBD4
Loerch et al. Downregulated Genes	MAGEH1
Loerch et al. Downregulated Genes	DUSP12
Loerch et al. Downregulated Genes	LRRC40
Loerch et al. Downregulated Genes	CISD1
Loerch et al. Downregulated Genes	LEMD3
Loerch et al. Downregulated Genes	TFB2M
Loerch et al. Downregulated Genes	IER5
Loerch et al. Downregulated Genes	NSG2
Loerch et al. Downregulated Genes	NRN1
Loerch et al. Downregulated Genes	HPF1
Loerch et al. Downregulated Genes	LARP6
Loerch et al. Downregulated Genes	MRPS33
Loerch et al. Downregulated Genes	RAPGEFL1
Loerch et al. Downregulated Genes	ACTR8
Loerch et al. Downregulated Genes	MECR
Loerch et al. Downregulated Genes	ATP5IF1
Loerch et al. Downregulated Genes	ATG7
Loerch et al. Downregulated Genes	TRAPPC13
Loerch et al. Downregulated Genes	SYBU
Loerch et al. Downregulated Genes	ARMCX1
Loerch et al. Downregulated Genes	SEC22A
Loerch et al. Downregulated Genes	NXT1
Loerch et al. Downregulated Genes	SEZ6L2
Loerch et al. Downregulated Genes	EXOC5
Loerch et al. Downregulated Genes	EXOC5P1
Loerch et al. Downregulated Genes	FBXW7
Loerch et al. Downregulated Genes	RNF111
Loerch et al. Downregulated Genes	PANK4
Loerch et al. Downregulated Genes	IFT22
Loerch et al. Downregulated Genes	SMYD3
Loerch et al. Downregulated Genes	PANK2
Loerch et al. Downregulated Genes	SH3GLB2
Loerch et al. Downregulated Genes	RPL26L1
Loerch et al. Downregulated Genes	RPL26P30
Loerch et al. Downregulated Genes	TMEM132A
Loerch et al. Downregulated Genes	ASB8
Loerch et al. Downregulated Genes	RPAP3
Loerch et al. Downregulated Genes	FNDC4
Loerch et al. Downregulated Genes	PPP2R3C
Loerch et al. Downregulated Genes	ASB13
Loerch et al. Downregulated Genes	POLR3K
Loerch et al. Downregulated Genes	GUF1
Loerch et al. Downregulated Genes	NETO2
Loerch et al. Downregulated Genes	MRPL35
Loerch et al. Downregulated Genes	C9orf40
Loerch et al. Downregulated Genes	YEATS4
Loerch et al. Downregulated Genes	ZFAND1
Loerch et al. Downregulated Genes	EHD3
Loerch et al. Downregulated Genes	FBXL15
Loerch et al. Downregulated Genes	VCPKMT
Loerch et al. Downregulated Genes	PIP4K2C
Loerch et al. Downregulated Genes	NFU1
Loerch et al. Downregulated Genes	BRF2
Loerch et al. Downregulated Genes	ZFP64
Loerch et al. Downregulated Genes	SOBP
Loerch et al. Downregulated Genes	FHOD3
Loerch et al. Downregulated Genes	SDHAF3
Loerch et al. Downregulated Genes	MRPS17
Loerch et al. Downregulated Genes	SLC35E3
Loerch et al. Downregulated Genes	TFPT
Loerch et al. Downregulated Genes	TMEM59L
Loerch et al. Downregulated Genes	NDUFAF4
Loerch et al. Downregulated Genes	GALNT11
Loerch et al. Downregulated Genes	C12orf43
Loerch et al. Downregulated Genes	OPN3
Loerch et al. Downregulated Genes	LZTS1
Loerch et al. Downregulated Genes	PKNOX2
Loerch et al. Downregulated Genes	RNASEH2B
Loerch et al. Downregulated Genes	NTAQ1
Loerch et al. Downregulated Genes	LAGE3
Loerch et al. Downregulated Genes	PID1
Loerch et al. Downregulated Genes	TIGAR
Loerch et al. Downregulated Genes	DDX54
Loerch et al. Downregulated Genes	MIR7106
Loerch et al. Downregulated Genes	FKBP11
Loerch et al. Downregulated Genes	MFF
Loerch et al. Downregulated Genes	RBP4
Loerch et al. Downregulated Genes	RPP25
Loerch et al. Downregulated Genes	MAIP1
Loerch et al. Downregulated Genes	SCG3
Loerch et al. Downregulated Genes	EMC9
Loerch et al. Downregulated Genes	SRR
Loerch et al. Downregulated Genes	TMEM160
Loerch et al. Downregulated Genes	MRPS22
Loerch et al. Downregulated Genes	PGBD5
Loerch et al. Downregulated Genes	C10orf88
Loerch et al. Downregulated Genes	MRPL46
Loerch et al. Downregulated Genes	ZDHHC14
Loerch et al. Downregulated Genes	FLRT3
Loerch et al. Downregulated Genes	RNF128
Loerch et al. Downregulated Genes	PDCD5
Loerch et al. Downregulated Genes	MSRA
Loerch et al. Downregulated Genes	C3orf14
Loerch et al. Downregulated Genes	OLA1
Loerch et al. Downregulated Genes	WDR44
Loerch et al. Downregulated Genes	TRMT12
Loerch et al. Downregulated Genes	OBI1
Loerch et al. Downregulated Genes	SYNDIG1
Loerch et al. Downregulated Genes	B3GNT2
Loerch et al. Downregulated Genes	CASD1
Loerch et al. Downregulated Genes	CDC37L1
Loerch et al. Downregulated Genes	NUDT15
Loerch et al. Downregulated Genes	CAMKV
Loerch et al. Downregulated Genes	OTUB2
Loerch et al. Downregulated Genes	SUSD4
Loerch et al. Downregulated Genes	CIDEC
Loerch et al. Downregulated Genes	LIN7C
Loerch et al. Downregulated Genes	SNIP1
Loerch et al. Downregulated Genes	ACBD4
Loerch et al. Downregulated Genes	TTC33
Loerch et al. Downregulated Genes	GPR137
Loerch et al. Downregulated Genes	TASP1
Loerch et al. Downregulated Genes	RIC8B
Loerch et al. Downregulated Genes	TMEM70
Loerch et al. Downregulated Genes	EGFL6
Loerch et al. Downregulated Genes	LAMP5
Loerch et al. Downregulated Genes	LRFN4
Loerch et al. Downregulated Genes	ZNF180
Loerch et al. Downregulated Genes	SEC61A2
Loerch et al. Downregulated Genes	DSN1
Loerch et al. Downregulated Genes	B3GAT1
Loerch et al. Downregulated Genes	FJX1
Loerch et al. Downregulated Genes	ELOVL4
Loerch et al. Downregulated Genes	RTN3
Loerch et al. Downregulated Genes	NME7
Loerch et al. Downregulated Genes	NRIP3
Loerch et al. Downregulated Genes	ZNF12
Loerch et al. Downregulated Genes	MARCHF1
Loerch et al. Downregulated Genes	PDF
Loerch et al. Downregulated Genes	COG8
Loerch et al. Downregulated Genes	TMEM50B
Loerch et al. Downregulated Genes	ZNF226
Loerch et al. Downregulated Genes	BAG4
Loerch et al. Downregulated Genes	TTPAL
Loerch et al. Downregulated Genes	PARP6
Loerch et al. Downregulated Genes	CASQ1
Loerch et al. Downregulated Genes	ATP8A2
Loerch et al. Downregulated Genes	TMEM121
Loerch et al. Downregulated Genes	GDAP1L1
Loerch et al. Downregulated Genes	BEND5
Loerch et al. Downregulated Genes	HPCAL4
Loerch et al. Downregulated Genes	WAC
Loerch et al. Downregulated Genes	FZD3
Loerch et al. Downregulated Genes	TMEM35A
Loerch et al. Downregulated Genes	BBS7
Loerch et al. Downregulated Genes	SMPD3
Loerch et al. Downregulated Genes	PLXDC1
Loerch et al. Downregulated Genes	ANTKMT
Loerch et al. Downregulated Genes	CACNA2D3
Loerch et al. Downregulated Genes	TRIM36
Loerch et al. Downregulated Genes	PRR7
Loerch et al. Downregulated Genes	RASAL1
Loerch et al. Downregulated Genes	ZNF329
Loerch et al. Downregulated Genes	INCENP
Loerch et al. Downregulated Genes	GTDC1
Loerch et al. Downregulated Genes	ZNF771
Loerch et al. Downregulated Genes	RBM23
Loerch et al. Downregulated Genes	GFOD1
Loerch et al. Downregulated Genes	MFSD6
Loerch et al. Downregulated Genes	NARF
Loerch et al. Downregulated Genes	ZMAT4
Loerch et al. Downregulated Genes	LHX6
Loerch et al. Downregulated Genes	TM6SF1
Loerch et al. Downregulated Genes	KLHL12
Loerch et al. Downregulated Genes	TRHDE
Loerch et al. Downregulated Genes	PCID2
Loerch et al. Downregulated Genes	DDX25
Loerch et al. Downregulated Genes	LRRC2
Loerch et al. Downregulated Genes	MCOLN1
Loerch et al. Downregulated Genes	AKIP1
Loerch et al. Downregulated Genes	UCHL5
Loerch et al. Downregulated Genes	ECHDC1
Loerch et al. Downregulated Genes	HIKESHI
Loerch et al. Downregulated Genes	HIKESHIP2
Loerch et al. Downregulated Genes	SERF1B
Loerch et al. Downregulated Genes	SERF1A
Loerch et al. Downregulated Genes	PLAAT1
Loerch et al. Downregulated Genes	TAC3
Loerch et al. Downregulated Genes	XPNPEP3
Loerch et al. Downregulated Genes	STYK1
Loerch et al. Downregulated Genes	NEUROD6
Loerch et al. Downregulated Genes	ANKH
Loerch et al. Downregulated Genes	L2HGDH
Loerch et al. Downregulated Genes	CDH10
Loerch et al. Downregulated Genes	KCNN2
Loerch et al. Downregulated Genes	FXYD7
Loerch et al. Downregulated Genes	BRD9
Loerch et al. Downregulated Genes	HR
Loerch et al. Downregulated Genes	NUBPL
Loerch et al. Downregulated Genes	JPH3
Loerch et al. Downregulated Genes	RC3H2
Loerch et al. Downregulated Genes	SPANXA1
Loerch et al. Downregulated Genes	SPANXA2
Loerch et al. Downregulated Genes	SPANXB1
Loerch et al. Downregulated Genes	ATAD5
Loerch et al. Downregulated Genes	KLHL7
Loerch et al. Downregulated Genes	CAMK1D
Loerch et al. Downregulated Genes	LRP12
Loerch et al. Downregulated Genes	ZDHHC4
Loerch et al. Downregulated Genes	KRT24
Loerch et al. Downregulated Genes	KCNV1
Loerch et al. Downregulated Genes	RMND1
Loerch et al. Downregulated Genes	CYP46A1
Loerch et al. Downregulated Genes	RGS17
Loerch et al. Downregulated Genes	LRRTM4
Loerch et al. Downregulated Genes	ENGASE
Loerch et al. Downregulated Genes	ELMO2
Loerch et al. Downregulated Genes	ATP8B4
Loerch et al. Downregulated Genes	TMEM230P2
Loerch et al. Downregulated Genes	TMEM230
Loerch et al. Downregulated Genes	BCAS3
Loerch et al. Downregulated Genes	MRPL20
Loerch et al. Downregulated Genes	FAR2
Loerch et al. Downregulated Genes	ARNTL2
Loerch et al. Downregulated Genes	MRTO4
Loerch et al. Downregulated Genes	ADAMTS7P4
Loerch et al. Downregulated Genes	ADAMTS7P1
Loerch et al. Downregulated Genes	ADAMTS7
Loerch et al. Downregulated Genes	CPTP
Loerch et al. Downregulated Genes	CSNK1G3
Loerch et al. Downregulated Genes	GPHN
Loerch et al. Downregulated Genes	NDUFA13
Loerch et al. Downregulated Genes	CCDC177
Loerch et al. Downregulated Genes	CA10
Loerch et al. Downregulated Genes	SMIM2
Loerch et al. Downregulated Genes	DPP8
Loerch et al. Downregulated Genes	ATP1A1
Loerch et al. Downregulated Genes	ARPC5L
Loerch et al. Downregulated Genes	ST6GALNAC5
Loerch et al. Downregulated Genes	RNF170
Loerch et al. Downregulated Genes	VMP1
Loerch et al. Downregulated Genes	LBH
Loerch et al. Downregulated Genes	SLC25A32
Loerch et al. Downregulated Genes	GFOD2
Loerch et al. Downregulated Genes	ASAP1
Loerch et al. Downregulated Genes	MARK1
Loerch et al. Downregulated Genes	CHST8
Loerch et al. Downregulated Genes	METTL2B
Loerch et al. Downregulated Genes	METTL2A
Loerch et al. Downregulated Genes	ELP3
Loerch et al. Downregulated Genes	BRCC3
Loerch et al. Downregulated Genes	RSPH10B2
Loerch et al. Downregulated Genes	RSPH10B
Loerch et al. Downregulated Genes	NBEA
Loerch et al. Downregulated Genes	COQ3
Loerch et al. Downregulated Genes	STMN4
Loerch et al. Downregulated Genes	C1orf21
Loerch et al. Downregulated Genes	GDAP1
Loerch et al. Downregulated Genes	GPR22
Loerch et al. Downregulated Genes	CIDEA
Loerch et al. Downregulated Genes	KCNIP1
Loerch et al. Downregulated Genes	FGF14
Loerch et al. Downregulated Genes	LYRM2
Loerch et al. Downregulated Genes	MORF4L1
Loerch et al. Downregulated Genes	MORF4L1P1
Loerch et al. Downregulated Genes	MORF4
Loerch et al. Downregulated Genes	OR1F1
Loerch et al. Downregulated Genes	MIR600HG
Loerch et al. Downregulated Genes	MIR600
Loerch et al. Downregulated Genes	YIPF5
Loerch et al. Downregulated Genes	TBL1XR1
Loerch et al. Downregulated Genes	MRPS15
Loerch et al. Downregulated Genes	PRLH
Loerch et al. Downregulated Genes	TMEM14DP
Loerch et al. Downregulated Genes	TMEM14B
Loerch et al. Downregulated Genes	MYL12B
Loerch et al. Downregulated Genes	BNIP3L
Loerch et al. Downregulated Genes	B4GALT5
Loerch et al. Downregulated Genes	ENSAP2
Loerch et al. Downregulated Genes	SPRY4
Loerch et al. Downregulated Genes	KPNA3
Loerch et al. Downregulated Genes	ATP6V1H
Loerch et al. Downregulated Genes	DENR
Loerch et al. Downregulated Genes	RRAGD
Loerch et al. Downregulated Genes	WDR61
Loerch et al. Downregulated Genes	PLXNA1
Loerch et al. Downregulated Genes	PRPF18
Loerch et al. Downregulated Genes	DUSP10
Loerch et al. Downregulated Genes	METTL5
Loerch et al. Downregulated Genes	TRAF3
Loerch et al. Downregulated Genes	TMEM208
Loerch et al. Downregulated Genes	TAF9B
Loerch et al. Downregulated Genes	APOO
Loerch et al. Downregulated Genes	TMEM126B
Loerch et al. Downregulated Genes	LINC01881
Loerch et al. Downregulated Genes	RPL23AP4
Loerch et al. Downregulated Genes	RPL23AP49
Loerch et al. Downregulated Genes	RPL23AP88
Loerch et al. Downregulated Genes	RPL23AP25
Loerch et al. Downregulated Genes	RPL23AP87
Loerch et al. Downregulated Genes	RPL23AP82
Loerch et al. Downregulated Genes	CENPBD1P1
Loerch et al. Downregulated Genes	RPL23AP84
Loerch et al. Downregulated Genes	RPL23AP7
Loerch et al. Downregulated Genes	RPL23AP60
